Private HS-grad Never-married Handlers-cleaners White Male <=50K 
Federal-gov Masters Married-civ-spouse Sales White Male >50K 
Private Prof-school Married-civ-spouse Prof-specialty White Male >50K 
Private Some-college Divorced Other-service White Male <=50K 
Private Bachelors Never-married Exec-managerial White Female <=50K 
Private 7th-8th Married-civ-spouse Craft-repair White Male <=50K 
Private Bachelors Married-civ-spouse Prof-specialty White Male <=50K 
Private HS-grad Divorced Prof-specialty White Female <=50K 
Local-gov Bachelors Never-married Protective-serv White Male <=50K 
Private Some-college Never-married Sales White Male <=50K 
Private Bachelors Never-married Tech-support Black Female <=50K 
Private HS-grad Married-civ-spouse Transport-moving White Male <=50K 
Self-emp-inc Bachelors Divorced Sales White Female <=50K 
Private HS-grad Never-married Craft-repair White Male <=50K 
Private HS-grad Divorced Sales White Male <=50K 
Private Bachelors Married-civ-spouse Adm-clerical White Male >50K 
Private Some-college Never-married Other-service Asian-Pac-Islander Female <=50K 
Private HS-grad Married-civ-spouse Transport-moving White Male >50K 
Private HS-grad Married-civ-spouse Sales White Male >50K 
Private Some-college Married-civ-spouse Adm-clerical Asian-Pac-Islander Female <=50K 
Private HS-grad Divorced Adm-clerical White Female <=50K 
Private Assoc-acdm Never-married Tech-support White Male <=50K 
Private Assoc-acdm Never-married Prof-specialty White Female <=50K 
Private Assoc-acdm Married-civ-spouse Adm-clerical White Male >50K 
Self-emp-inc Some-college Married-civ-spouse Farming-fishing White Male >50K 
Private Bachelors Never-married Sales White Male <=50K 
Private Masters Married-civ-spouse Exec-managerial Asian-Pac-Islander Male >50K 
Self-emp-not-inc Bachelors Divorced Prof-specialty Black Female >50K 
Private Some-college Never-married Sales White Male <=50K 
Private Some-college Never-married Machine-op-inspct White Male <=50K 
Self-emp-not-inc Some-college Married-civ-spouse Sales White Male <=50K 
Private 5th-6th Married-civ-spouse Machine-op-inspct White Female <=50K 
Private Some-college Never-married Tech-support White Female <=50K 
Private HS-grad Widowed Other-service White Female <=50K 
Self-emp-not-inc HS-grad Married-civ-spouse Exec-managerial White Male <=50K 
Private Some-college Married-civ-spouse Craft-repair White Male <=50K 
Private HS-grad Divorced Transport-moving White Male <=50K 
Private 11th Never-married Exec-managerial White Female <=50K 
Self-emp-not-inc Masters Married-civ-spouse Craft-repair White Male <=50K 
Self-emp-not-inc HS-grad Married-civ-spouse Farming-fishing White Male <=50K 
Private Some-college Married-civ-spouse Prof-specialty White Female >50K 
Self-emp-not-inc HS-grad Married-civ-spouse Handlers-cleaners White Male <=50K 
Private HS-grad Never-married Transport-moving White Male <=50K 
Private Some-college Never-married Craft-repair Black Male <=50K 
Private Bachelors Never-married Adm-clerical White Male <=50K 
Private Assoc-voc Never-married Other-service White Male <=50K 
Local-gov 10th Married-civ-spouse Adm-clerical White Male <=50K 
Private HS-grad Married-civ-spouse Transport-moving White Male <=50K 
Private 5th-6th Never-married Other-service White Male <=50K 
Private HS-grad Never-married Craft-repair White Male <=50K 
Private Masters Never-married Prof-specialty White Male <=50K 
Private HS-grad Never-married Sales Black Male <=50K 
Private HS-grad Married-civ-spouse Other-service Black Male <=50K 
Private Assoc-acdm Never-married Sales White Male <=50K 
Private Assoc-voc Married-civ-spouse Craft-repair White Male >50K 
State-gov HS-grad Married-civ-spouse Protective-serv White Male >50K 
Private HS-grad Never-married Farming-fishing White Male <=50K 
State-gov Some-college Never-married Protective-serv Black Female <=50K 
Self-emp-not-inc Bachelors Never-married Sales White Male <=50K 
Private Assoc-acdm Married-spouse-absent Other-service White Male <=50K 
Private Bachelors Never-married Prof-specialty White Male <=50K 
Private Bachelors Married-civ-spouse Exec-managerial White Male >50K 
Private HS-grad Married-civ-spouse Other-service White Male <=50K 
Private Bachelors Married-civ-spouse Exec-managerial White Male >50K 
Local-gov 11th Married-civ-spouse Transport-moving White Male <=50K 
Federal-gov HS-grad Married-civ-spouse Adm-clerical White Male >50K 
Private 11th Widowed Other-service Other Male <=50K 
Private Assoc-voc Married-civ-spouse Tech-support White Male >50K 
Private HS-grad Married-civ-spouse Adm-clerical White Female <=50K 
Self-emp-not-inc 9th Married-civ-spouse Craft-repair White Male <=50K 
Private 10th Married-civ-spouse Other-service White Female <=50K 
Private Masters Married-civ-spouse Prof-specialty White Male >50K 
Private Bachelors Married-civ-spouse Transport-moving White Male <=50K 
Private Bachelors Divorced Exec-managerial White Male >50K 
Private HS-grad Married-spouse-absent Sales White Male <=50K 
Private HS-grad Married-civ-spouse Craft-repair White Male <=50K 
Self-emp-not-inc Some-college Married-civ-spouse Sales White Male <=50K 
Private Assoc-acdm Never-married Sales White Female <=50K 
Private Bachelors Divorced Exec-managerial White Female >50K 
Private HS-grad Divorced Sales White Female <=50K 
Federal-gov Some-college Never-married Adm-clerical White Female <=50K 
Private 11th Never-married Other-service White Male <=50K 
State-gov Assoc-voc Married-civ-spouse Machine-op-inspct White Male >50K 
Private HS-grad Married-civ-spouse Machine-op-inspct Black Male <=50K 
Private HS-grad Never-married Craft-repair Black Male <=50K 
Local-gov Some-college Never-married Adm-clerical White Female <=50K 
Private HS-grad Married-civ-spouse Craft-repair White Female <=50K 
Private Some-college Never-married Sales White Male <=50K 
Self-emp-not-inc Masters Divorced Exec-managerial White Male <=50K 
Private HS-grad Married-civ-spouse Sales White Male <=50K 
Private HS-grad Divorced Transport-moving White Male <=50K 
Private 5th-6th Divorced Craft-repair White Female <=50K 
Private Some-college Married-civ-spouse Craft-repair White Male <=50K 
Private Some-college Divorced Sales White Female <=50K 
Local-gov Some-college Married-civ-spouse Transport-moving White Female <=50K 
Private HS-grad Never-married Other-service White Female <=50K 
Private HS-grad Separated Machine-op-inspct White Male <=50K 
Private Some-college Married-civ-spouse Adm-clerical White Female >50K 
Private Some-college Never-married Adm-clerical White Female <=50K 
Private HS-grad Never-married Other-service White Female <=50K 
Private HS-grad Married-civ-spouse Other-service White Female >50K 
Private Bachelors Never-married Craft-repair White Male <=50K 
Self-emp-not-inc Assoc-acdm Separated Craft-repair White Male <=50K 
State-gov Bachelors Married-civ-spouse Exec-managerial White Male >50K 
Private HS-grad Never-married Other-service White Female <=50K 
Private Some-college Married-civ-spouse Tech-support White Male <=50K 
Private Some-college Divorced Handlers-cleaners White Female <=50K 
Private Bachelors Married-civ-spouse Exec-managerial White Male >50K 
Self-emp-inc Bachelors Married-civ-spouse Exec-managerial White Male >50K 
Private Some-college Never-married Handlers-cleaners White Male <=50K 
Private Some-college Never-married Other-service White Female <=50K 
State-gov Bachelors Married-civ-spouse Protective-serv White Male >50K 
Private Assoc-voc Divorced Tech-support White Female <=50K 
Private 7th-8th Married-civ-spouse Handlers-cleaners Other Male <=50K 
Private Masters Married-civ-spouse Exec-managerial White Male >50K 
Private HS-grad Married-civ-spouse Adm-clerical White Male <=50K 
Self-emp-not-inc HS-grad Married-civ-spouse Craft-repair White Male <=50K 
Private Some-college Married-civ-spouse Exec-managerial White Male <=50K 
Local-gov Some-college Divorced Other-service Black Female <=50K 
Private HS-grad Never-married Handlers-cleaners Black Female <=50K 
Private Some-college Divorced Exec-managerial White Female <=50K 
Private Doctorate Married-civ-spouse Exec-managerial White Male >50K 
State-gov Some-college Married-civ-spouse Machine-op-inspct White Male <=50K 
Private 12th Divorced Craft-repair White Male >50K 
Private 1st-4th Married-civ-spouse Machine-op-inspct White Male <=50K 
Private 11th Never-married Other-service White Female <=50K 
Local-gov 11th Separated Machine-op-inspct Black Male <=50K 
State-gov HS-grad Divorced Transport-moving White Female <=50K 
Private Some-college Married-civ-spouse Sales White Male <=50K 
Private 11th Never-married Handlers-cleaners White Male <=50K 
State-gov Bachelors Married-civ-spouse Exec-managerial White Female >50K 
Private HS-grad Divorced Farming-fishing White Male <=50K 
Private 10th Never-married Craft-repair White Female <=50K 
Private HS-grad Married-civ-spouse Transport-moving White Male <=50K 
Federal-gov Masters Never-married Prof-specialty White Male <=50K 
Private HS-grad Never-married Handlers-cleaners White Male <=50K 
Self-emp-inc HS-grad Married-civ-spouse Exec-managerial White Male >50K 
Local-gov Masters Married-civ-spouse Prof-specialty White Male <=50K 
Self-emp-not-inc Bachelors Married-spouse-absent Prof-specialty White Female <=50K 
Private Assoc-acdm Married-civ-spouse Other-service White Female >50K 
Private Some-college Never-married Craft-repair Asian-Pac-Islander Male <=50K 
Private Masters Married-civ-spouse Prof-specialty White Male >50K 
Local-gov HS-grad Never-married Farming-fishing Black Male <=50K 
Local-gov Some-college Never-married Protective-serv White Female <=50K 
Private Some-college Married-civ-spouse Adm-clerical White Male <=50K 
Local-gov Some-college Married-civ-spouse Adm-clerical White Female <=50K 
Private Bachelors Never-married Prof-specialty White Male <=50K 
Private HS-grad Divorced Adm-clerical White Female <=50K 
Federal-gov HS-grad Never-married Armed-Forces White Male <=50K 
Private Some-college Married-civ-spouse Prof-specialty White Male >50K 
Private 9th Never-married Craft-repair White Male <=50K 
Private Some-college Never-married Sales White Male <=50K 
Private HS-grad Widowed Exec-managerial Black Female <=50K 
Private HS-grad Married-civ-spouse Craft-repair Amer-Indian-Eskimo Male <=50K 
Private HS-grad Married-civ-spouse Machine-op-inspct White Male <=50K 
Private HS-grad Never-married Machine-op-inspct Black Female <=50K 
Self-emp-inc Some-college Married-civ-spouse Craft-repair White Male >50K 
Private HS-grad Married-civ-spouse Craft-repair White Male >50K 
Private Assoc-acdm Married-civ-spouse Exec-managerial Black Male >50K 
Self-emp-not-inc HS-grad Married-civ-spouse Sales White Female >50K 
Private Assoc-voc Married-civ-spouse Machine-op-inspct Asian-Pac-Islander Male >50K 
Private HS-grad Married-civ-spouse Exec-managerial White Female <=50K 
Private Some-college Married-civ-spouse Transport-moving Black Male <=50K 
Private HS-grad Married-civ-spouse Transport-moving White Male <=50K 
Private Assoc-acdm Never-married Farming-fishing White Male <=50K 
Local-gov HS-grad Married-civ-spouse Transport-moving Black Male <=50K 
Private Bachelors Married-civ-spouse Prof-specialty White Male <=50K 
Private 1st-4th Married-spouse-absent Craft-repair White Male <=50K 
Private Bachelors Never-married Tech-support White Female <=50K 
Private HS-grad Married-civ-spouse Adm-clerical White Female <=50K 
Private HS-grad Divorced Transport-moving White Male <=50K 
Private Some-college Married-civ-spouse Transport-moving White Male <=50K 
Private Masters Married-civ-spouse Exec-managerial White Male >50K 
Private Bachelors Married-civ-spouse Tech-support White Female >50K 
Private Some-college Never-married Prof-specialty White Male >50K 
Private HS-grad Never-married Craft-repair White Male <=50K 
Private HS-grad Never-married Transport-moving White Male <=50K 
Private Assoc-voc Divorced Other-service White Female <=50K 
Private Bachelors Never-married Craft-repair White Female <=50K 
Private 9th Never-married Other-service White Male <=50K 
Private Some-college Never-married Handlers-cleaners White Male <=50K 
Private 10th Never-married Other-service White Male <=50K 
Private HS-grad Never-married Other-service White Female <=50K 
Private Assoc-acdm Married-civ-spouse Craft-repair White Male <=50K 
Self-emp-not-inc Some-college Married-civ-spouse Craft-repair White Male <=50K 
State-gov Bachelors Never-married Prof-specialty White Male <=50K 
Private HS-grad Married-spouse-absent Craft-repair White Female <=50K 
Private Some-college Married-spouse-absent Adm-clerical Black Female <=50K 
Local-gov HS-grad Married-civ-spouse Transport-moving White Male <=50K 
Local-gov Bachelors Divorced Prof-specialty White Female <=50K 
Private Bachelors Married-civ-spouse Sales White Male >50K 
Private HS-grad Never-married Other-service White Female <=50K 
Federal-gov HS-grad Divorced Adm-clerical White Male <=50K 
Private Assoc-acdm Never-married Exec-managerial White Female <=50K 
Private HS-grad Divorced Prof-specialty White Female <=50K 
Private Bachelors Never-married Craft-repair White Male <=50K 
Private HS-grad Divorced Adm-clerical White Female <=50K 
Private Some-college Never-married Machine-op-inspct White Male <=50K 
Private 5th-6th Never-married Other-service White Male <=50K 
Private Some-college Never-married Prof-specialty White Female <=50K 
Local-gov HS-grad Never-married Farming-fishing White Male <=50K 
